source_path,source_filename,source_sha256,collection,canonical_filename,unit_type,top_level_unit,unit_identifier,document_title,topic_slug,destination_path,transformed_sha256,classification_evidence,status
06-09-01-consistency-within-an-architecture-description-cornell-notes.tex,06-09-01-consistency-within-an-architecture-description-cornell-notes.tex,26edf724d5556d2e6f8b71a7bf77c3b962caae1a2d56aab589d8b150c7e1478d,iso,06-09-01-consistency-within-an-architecture-description-cornell-notes.tex,Clause,06,06.09.01,Consistency Within An Architecture Description,06-consistency-within-an-architecture-description,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/clauses/06-consistency-within-an-architecture-description/06-09-01-consistency-within-an-architecture-description-cornell-notes.tex,209bef6724a38c4619ce1c98a51761c8a73d7b9e59357b61c55cb6293ea45693,ISO-specific CNavy/CLight Cornell template,installed
06-09-02-correspondences-cornell-notes.tex,06-09-02-correspondences-cornell-notes.tex,e08894d30a341b8854d80c7363f550119ca7ba820748d738f72e2daa15bfd9d1,iso,06-09-02-correspondences-cornell-notes.tex,Clause,06,06.09.02,Correspondences,06-correspondences,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/clauses/06-correspondences/06-09-02-correspondences-cornell-notes.tex,d9a836c15675f10a3257749c847953c15738c932080206e87653f41f51e2794e,ISO-specific CNavy/CLight Cornell template,installed
06-09-03-correspondence-methods-cornell-notes.tex,06-09-03-correspondence-methods-cornell-notes.tex,6fa354eb2f594be567cf2b51f1780f2e4db52752caa7f828b3bebc2d678a32b5,iso,06-09-03-correspondence-methods-cornell-notes.tex,Clause,06,06.09.03,Correspondence Methods,06-correspondence-methods,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/clauses/06-correspondence-methods/06-09-03-correspondence-methods-cornell-notes.tex,a01468ef1b996f878c36cb7986786b4d9243035c05cfbb2ebb7e837f4f6ff0cf,ISO-specific CNavy/CLight Cornell template,installed
06-10-01-decision-recording-cornell-notes.tex,06-10-01-decision-recording-cornell-notes.tex,1e61b408fbda213dce37ae075c04ecd3acc7810f942088afcb7734fcfaa73981,iso,06-10-01-decision-recording-cornell-notes.tex,Clause,06,06.10.01,Decision Recording,06-decision-recording,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/clauses/06-decision-recording/06-10-01-decision-recording-cornell-notes.tex,7bcc12c5e2dcf1eabb54f10b31fc819fc7ec1e4469aba8c95a63ce51a661dd4a,ISO-specific CNavy/CLight Cornell template,installed
06-10-02-rationale-recording-cornell-notes.tex,06-10-02-rationale-recording-cornell-notes.tex,f9e1f35ae69d9fcc4ebf4ed54c72c4f4395ea19f53486a1073daa03c762577eb,iso,06-10-02-rationale-recording-cornell-notes.tex,Clause,06,06.10.02,Rationale Recording,06-rationale-recording,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/clauses/06-rationale-recording/06-10-02-rationale-recording-cornell-notes.tex,4d9d391e299b135fb2254fd7a42efeb005e79cee3515845eaceb29312a9df691,ISO-specific CNavy/CLight Cornell template,installed
07-01-01-an-adf-3-5-shall-include-or-reference-cornell-notes.tex,07-01-01-an-adf-3-5-shall-include-or-reference-cornell-notes.tex,b96434b9c444e86f8c331ea3b52c220b3047ec9e4a4deb9c6eb6382a2051ae47,iso,07-01-01-an-adf-3-5-shall-include-or-reference-cornell-notes.tex,Clause,07,07.01.01,An Adf 3 5 Shall Include Or Reference,07-an-adf-3-5-shall-include-or-reference,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/clauses/07-an-adf-3-5-shall-include-or-reference/07-01-01-an-adf-3-5-shall-include-or-reference-cornell-notes.tex,17bb569f56d7b7c507ad1303b6302bfe98751b281ce8bd08088c798487336f7b,ISO-specific CNavy/CLight Cornell template,installed
07-01-02-when-expected-in-a-conforming-ad-an-adf-should-specify-cornell-notes.tex,07-01-02-when-expected-in-a-conforming-ad-an-adf-should-specify-cornell-notes.tex,c2fdb2879e497f03e97e737c047b63a189fedf4cefcb79a74754eb3f248b0c3f,iso,07-01-02-when-expected-in-a-conforming-ad-an-adf-should-specify-cornell-notes.tex,Clause,07,07.01.02,When Expected In A Conforming Ad An Adf Should Specify,07-when-expected-in-a-conforming-ad-an-adf-should-specify,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/clauses/07-when-expected-in-a-conforming-ad-an-adf-should-specify/07-01-02-when-expected-in-a-conforming-ad-an-adf-should-specify-cornell-notes.tex,2c2102e4b3a63bf2cd3b73a1283660403b10f9cad5ad19db7aa61ab2ecc89cb7,ISO-specific CNavy/CLight Cornell template,installed
07-02-specification-of-an-architecture-description-language-cornell-notes.tex,07-02-specification-of-an-architecture-description-language-cornell-notes.tex,9babc27630b42ac2167291a127fca642fcb06c798edda0e0a7355d19bddfe7ce,iso,07-02-specification-of-an-architecture-description-language-cornell-notes.tex,Clause,07,07.02,Specification Of An Architecture Description Language,07-specification-of-an-architecture-description-language,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/clauses/07-specification-of-an-architecture-description-language/07-02-specification-of-an-architecture-description-language-cornell-notes.tex,735559649459296ff88a358aa392925b16cf1676f7cdf3a2b98baa6ab612b087,ISO-specific CNavy/CLight Cornell template,installed
08-01-specification-of-an-architecture-viewpoint-cornell-notes.tex,08-01-specification-of-an-architecture-viewpoint-cornell-notes.tex,962cf5f4a155317738d07ca3d3e3dad417db3e717e1673f98773210314332b99,iso,08-01-specification-of-an-architecture-viewpoint-cornell-notes.tex,Clause,08,08.01,Specification Of An Architecture Viewpoint,08-specification-of-an-architecture-viewpoint,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/clauses/08-specification-of-an-architecture-viewpoint/08-01-specification-of-an-architecture-viewpoint-cornell-notes.tex,79d49ecaa100579bdcec619ac39d89c5412635510860061a7e4edadd60a76183,ISO-specific CNavy/CLight Cornell template,installed
08-02-specification-of-a-model-kind-cornell-notes.tex,08-02-specification-of-a-model-kind-cornell-notes.tex,bcf5889a6fbe5da279f5609d06af10ee6f9b54f8b002885a752132f3ccaa691e,iso,08-02-specification-of-a-model-kind-cornell-notes.tex,Clause,08,08.02,Specification Of A Model Kind,08-specification-of-a-model-kind,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/clauses/08-specification-of-a-model-kind/08-02-specification-of-a-model-kind-cornell-notes.tex,3ef3ce076efe88a87aacaa5c53cb06269ecb35c8b9d97788cbf296561775d3fd,ISO-specific CNavy/CLight Cornell template,installed
08-03-view-methods-cornell-notes.tex,08-03-view-methods-cornell-notes.tex,d440fc4244d94a60134413673f2c2601d4c7e1a7945539bb4780f5bd1fed245e,iso,08-03-view-methods-cornell-notes.tex,Clause,08,08.03,View Methods,08-view-methods,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/clauses/08-view-methods/08-03-view-methods-cornell-notes.tex,8c4cabd436c21f73dce5d90866f5e60666c566bb8c23a566007d9b9a7b48786f,ISO-specific CNavy/CLight Cornell template,installed
annex-a-01-general-cornell-notes.tex,annex-a-01-general-cornell-notes.tex,b057b20bf4fa0b39b58716256bc9eb77e6ffe2fd210456b5f998cb30f184e07e,iso,annex-a-01-general-cornell-notes.tex,Annex,annex-a,A.01,01-general,annex-a-01,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/annexes/annex-a-01/annex-a-01-general-cornell-notes.tex,a51a096907e3624f8690f2972990c8daa6fa871f7e8b7aa4c4363ae984e9d757,ISO-specific CNavy/CLight Cornell template,installed
annex-a-02-entities-and-their-architectures-cornell-notes.tex,annex-a-02-entities-and-their-architectures-cornell-notes.tex,b731cf94777db4a9471c2a86e0835a1b768a48893c14a6a7cf29b934cbfc0ff9,iso,annex-a-02-entities-and-their-architectures-cornell-notes.tex,Annex,annex-a,A.02,02-entities-and-their-architectures,annex-a-02,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/annexes/annex-a-02/annex-a-02-entities-and-their-architectures-cornell-notes.tex,f27e8813d0946d58e316b3e879057be4ff261ac60f92f8282cb7c5e8cd44a3bd,ISO-specific CNavy/CLight Cornell template,installed
annex-a-03-concerns-cornell-notes.tex,annex-a-03-concerns-cornell-notes.tex,7edcd1d975d1fc05c34118081c302221eb7c233e69e171648c87bd5b0b4bae41,iso,annex-a-03-concerns-cornell-notes.tex,Annex,annex-a,A.03,03-concerns,annex-a-03,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/annexes/annex-a-03/annex-a-03-concerns-cornell-notes.tex,f585dad3cebd7453bd58d877ff8a6c5e5fbe88d9247f8f8000497668c055ffcf,ISO-specific CNavy/CLight Cornell template,installed
annex-a-04-01-general-cornell-notes.tex,annex-a-04-01-general-cornell-notes.tex,06d8cc107691c63ea641dd15b74893817502eb60a55f0510613f2d74c47dbb33,iso,annex-a-04-01-general-cornell-notes.tex,Annex,annex-a,A.04.01,04-01-general,annex-a-04,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/annexes/annex-a-04/annex-a-04-01-general-cornell-notes.tex,e256990a9e01970213eb1ff84c14b5dd6b3fc6b5d85f76d18d4f274f846eecbe,ISO-specific CNavy/CLight Cornell template,installed
annex-a-04-02-aspects-cornell-notes.tex,annex-a-04-02-aspects-cornell-notes.tex,e91e309b2615d2d94d7fa548ca3393a1dca862811e0628e63a3e4085892abd3c,iso,annex-a-04-02-aspects-cornell-notes.tex,Annex,annex-a,A.04.02,04-02-aspects,annex-a-04,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/annexes/annex-a-04/annex-a-04-02-aspects-cornell-notes.tex,f0145f46177dd9d23bcaa454e9a8bd513833f6f671b9458efab1212adea79005,ISO-specific CNavy/CLight Cornell template,installed
annex-a-04-03-stakeholder-perspectives-cornell-notes.tex,annex-a-04-03-stakeholder-perspectives-cornell-notes.tex,13dd0f39d97d2aaa37e9eed5b6c641cfe3969603720f9ff78119e11786f405a4,iso,annex-a-04-03-stakeholder-perspectives-cornell-notes.tex,Annex,annex-a,A.04.03,04-03-stakeholder-perspectives,annex-a-04,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/annexes/annex-a-04/annex-a-04-03-stakeholder-perspectives-cornell-notes.tex,647249a1ddbecba95e6873010e62ade2a2f1348d94c59b8ff1eae5bc430dd6cb,ISO-specific CNavy/CLight Cornell template,installed
annex-a-04-04-structuring-formalisms-and-structural-categories-cornell-notes.tex,annex-a-04-04-structuring-formalisms-and-structural-categories-cornell-notes.tex,13bfc28115712978bddf02d55527bae90209422328f2ad1064bb82b43753b9a5,iso,annex-a-04-04-structuring-formalisms-and-structural-categories-cornell-notes.tex,Annex,annex-a,A.04.04,04-04-structuring-formalisms-and-structural-categories,annex-a-04,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/annexes/annex-a-04/annex-a-04-04-structuring-formalisms-and-structural-categories-cornell-notes.tex,2f1310866c8e23e3b9d7797c62e1328c2d23d2d0d8917eec5c9e73196ddd3cb3,ISO-specific CNavy/CLight Cornell template,installed
annex-a-04-05-relationship-between-aspect-and-stakeholder-perspective-cornell-notes.tex,annex-a-04-05-relationship-between-aspect-and-stakeholder-perspective-cornell-notes.tex,bd655415006e1a9e2c328852f14a4973ade73803133464c59de61481c1369777,iso,annex-a-04-05-relationship-between-aspect-and-stakeholder-perspective-cornell-notes.tex,Annex,annex-a,A.04.05,04-05-relationship-between-aspect-and-stakeholder-perspective,annex-a-04,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/annexes/annex-a-04/annex-a-04-05-relationship-between-aspect-and-stakeholder-perspective-cornell-notes.tex,cb09f116aeb2eee9b46530560bd574fc45a6899f2320c7e8352fa1a1c34af17a,ISO-specific CNavy/CLight Cornell template,installed
annex-a-04-06-complementary-adf-approaches-cornell-notes.tex,annex-a-04-06-complementary-adf-approaches-cornell-notes.tex,c8651ebd0060fff07e27321f4ba92f7551f2a3b38ac8cbc3ab332af0462d8972,iso,annex-a-04-06-complementary-adf-approaches-cornell-notes.tex,Annex,annex-a,A.04.06,04-06-complementary-adf-approaches,annex-a-04,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/annexes/annex-a-04/annex-a-04-06-complementary-adf-approaches-cornell-notes.tex,f4e110dd1bccf42640516168f9fc409b2a8e30494a049d40d18bfde4b81033e7,ISO-specific CNavy/CLight Cornell template,installed
annex-a-05-architecture-views-and-viewpoints-cornell-notes.tex,annex-a-05-architecture-views-and-viewpoints-cornell-notes.tex,6cff0fa88d39e0e2fdb93baf8c21b40bb53251f0a91f7b9a5e74e86f685a0631,iso,annex-a-05-architecture-views-and-viewpoints-cornell-notes.tex,Annex,annex-a,A.05,05-architecture-views-and-viewpoints,annex-a-05,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/annexes/annex-a-05/annex-a-05-architecture-views-and-viewpoints-cornell-notes.tex,13ad6408463ee233f7bb7103ab7f87f56c49bc2ecda96d4544ae1de5f484cb86,ISO-specific CNavy/CLight Cornell template,installed
annex-a-06-correspondences-cornell-notes.tex,annex-a-06-correspondences-cornell-notes.tex,558c09066ff098b81b29262a68319509ecfb1a19510403b6c9c6ecca10c727b2,iso,annex-a-06-correspondences-cornell-notes.tex,Annex,annex-a,A.06,06-correspondences,annex-a-06,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/annexes/annex-a-06/annex-a-06-correspondences-cornell-notes.tex,ddb5cdae145fa9cb7cdf6e00b5e3d4e191b408c460f443d9d19fa48e49e33387,ISO-specific CNavy/CLight Cornell template,installed
annex-a-07-perspectives-on-architecture-description-languages-cornell-notes.tex,annex-a-07-perspectives-on-architecture-description-languages-cornell-notes.tex,e38d7c3dea03384b8a3b3ed23fd25759658b613984e76374f153a5c4e673517c,iso,annex-a-07-perspectives-on-architecture-description-languages-cornell-notes.tex,Annex,annex-a,A.07,07-perspectives-on-architecture-description-languages,annex-a-07,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/annexes/annex-a-07/annex-a-07-perspectives-on-architecture-description-languages-cornell-notes.tex,ea6e179aacf09ba16de26d2d524d9e04b0ede3b59a5059d286bfb747c92f8cbc,ISO-specific CNavy/CLight Cornell template,installed
annex-b-01-general-cornell-notes.tex,annex-b-01-general-cornell-notes.tex,e28b713ed205a7498174892f5f2764a0d4288af0eda4a9792d8091e58c110f9b,iso,annex-b-01-general-cornell-notes.tex,Annex,annex-b,B.01,01-general,annex-b-01,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/annexes/annex-b-01/annex-b-01-general-cornell-notes.tex,783c15cd6684153bda05ae76b5015ac7fe5f29c93eb30a30849d4e6c1c4c2b4f,ISO-specific CNavy/CLight Cornell template,installed
annex-b-02-01-template-overview-cornell-notes.tex,annex-b-02-01-template-overview-cornell-notes.tex,c2684368702bc3c7f5a94f2918558740a8d5efca7c45f6be0e887a8c6702fc00,iso,annex-b-02-01-template-overview-cornell-notes.tex,Annex,annex-b,B.02.01,02-01-template-overview,annex-b-02,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/annexes/annex-b-02/annex-b-02-01-template-overview-cornell-notes.tex,2fe5d6285bf624dd9e350f2c852da201c0e815a7e120e7cb91c70d280a8f3510,ISO-specific CNavy/CLight Cornell template,installed
annex-b-02-02-architecture-viewpoint-name-cornell-notes.tex,annex-b-02-02-architecture-viewpoint-name-cornell-notes.tex,5217d18546baea0059f162462f363b015b251185d75ebc0925cd89d54b787659,iso,annex-b-02-02-architecture-viewpoint-name-cornell-notes.tex,Annex,annex-b,B.02.02,02-02-architecture-viewpoint-name,annex-b-02,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/annexes/annex-b-02/annex-b-02-02-architecture-viewpoint-name-cornell-notes.tex,4f20046b0fcb2589f776de94234ded766126d86a610198d53c7d82ffb1414a45,ISO-specific CNavy/CLight Cornell template,installed
annex-b-02-03-architecture-viewpoint-overview-cornell-notes.tex,annex-b-02-03-architecture-viewpoint-overview-cornell-notes.tex,adb6580b19726205b437a34300f5a6532b6c622dbcd4b76e361549d7160a551f,iso,annex-b-02-03-architecture-viewpoint-overview-cornell-notes.tex,Annex,annex-b,B.02.03,02-03-architecture-viewpoint-overview,annex-b-02,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/annexes/annex-b-02/annex-b-02-03-architecture-viewpoint-overview-cornell-notes.tex,44e1108cf5267e86ea2d9962be1be111e440e34bd64407d5a137d34c550151f7,ISO-specific CNavy/CLight Cornell template,installed
annex-b-02-04-concerns-cornell-notes.tex,annex-b-02-04-concerns-cornell-notes.tex,ac2899a4d880c93b004601e15bd279a4d97c574ca12f23294d8cd7a88e21b1a2,iso,annex-b-02-04-concerns-cornell-notes.tex,Annex,annex-b,B.02.04,02-04-concerns,annex-b-02,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/annexes/annex-b-02/annex-b-02-04-concerns-cornell-notes.tex,c44b3f88bc3118446d915fd37e02d89b844216edc35b5ddbac7ca816501f4482,ISO-specific CNavy/CLight Cornell template,installed
annex-b-02-05-stakeholder-perspectives-cornell-notes.tex,annex-b-02-05-stakeholder-perspectives-cornell-notes.tex,2f18c005ac815863ff05eeee8dab3be782f104fc9c1b90b1cfdbd024c78a23d6,iso,annex-b-02-05-stakeholder-perspectives-cornell-notes.tex,Annex,annex-b,B.02.05,02-05-stakeholder-perspectives,annex-b-02,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/annexes/annex-b-02/annex-b-02-05-stakeholder-perspectives-cornell-notes.tex,892cee65b294e3bef245611dd5c85a1194f07a19b257b63f0ef592a2fb75781e,ISO-specific CNavy/CLight Cornell template,installed
annex-b-02-06-aspects-cornell-notes.tex,annex-b-02-06-aspects-cornell-notes.tex,3d7fede2b5f4f828ab737c30d8f2cd1ba4322fa6043613f9e0a9e87937b16424,iso,annex-b-02-06-aspects-cornell-notes.tex,Annex,annex-b,B.02.06,02-06-aspects,annex-b-02,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/annexes/annex-b-02/annex-b-02-06-aspects-cornell-notes.tex,1dd114b6690e3c3a72829adae7678ffdb7b95b29c8de232aecbc1f94d4f7bdd1,ISO-specific CNavy/CLight Cornell template,installed
annex-b-02-07-typical-stakeholders-cornell-notes.tex,annex-b-02-07-typical-stakeholders-cornell-notes.tex,881e99a59a7b056806242eba6096f284a57a26ddd59385a91f2fe912a086cbcb,iso,annex-b-02-07-typical-stakeholders-cornell-notes.tex,Annex,annex-b,B.02.07,02-07-typical-stakeholders,annex-b-02,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/annexes/annex-b-02/annex-b-02-07-typical-stakeholders-cornell-notes.tex,f4fa2a90a1f9426708a3f768398ee52407b1322a2f466074a882e3c5461d5c01,ISO-specific CNavy/CLight Cornell template,installed
annex-b-02-08-correspondence-methods-cornell-notes.tex,annex-b-02-08-correspondence-methods-cornell-notes.tex,1d5d8e1b399ba2211894c90815953ececfbb0904d3c7079332a0a4147e21fbb4,iso,annex-b-02-08-correspondence-methods-cornell-notes.tex,Annex,annex-b,B.02.08,02-08-correspondence-methods,annex-b-02,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/annexes/annex-b-02/annex-b-02-08-correspondence-methods-cornell-notes.tex,567ec37595328a3c35e0b2752b2834d3dda03610acb5fb1afc468ab6f9fb7cb0,ISO-specific CNavy/CLight Cornell template,installed
annex-b-02-09-01-general-cornell-notes.tex,annex-b-02-09-01-general-cornell-notes.tex,802b25a58f86b91145038205422d4f578012860eb8e5ceba8b5a05974977bc8f,iso,annex-b-02-09-01-general-cornell-notes.tex,Annex,annex-b,B.02.09.01,02-09-01-general,annex-b-02,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/annexes/annex-b-02/annex-b-02-09-01-general-cornell-notes.tex,b935e3b0bc0fc4209eb16a603d5483d0b64596aaaf4d530a3257adc68e0d9f6f,ISO-specific CNavy/CLight Cornell template,installed
annex-b-02-09-02-metamodel-related-to-the-specification-of-a-model-kind-cornell-notes.tex,annex-b-02-09-02-metamodel-related-to-the-specification-of-a-model-kind-cornell-notes.tex,cd90c4e5bb65937309c1c9bf18b95014c117295b323b536c6fe865de88d16208,iso,annex-b-02-09-02-metamodel-related-to-the-specification-of-a-model-kind-cornell-notes.tex,Annex,annex-b,B.02.09.02,02-09-02-metamodel-related-to-the-specification-of-a-model-kind,annex-b-02,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/annexes/annex-b-02/annex-b-02-09-02-metamodel-related-to-the-specification-of-a-model-kind-cornell-notes.tex,0db310bd8ea99f4d9360fa1f261fca75399b588d401838822c4057a03c487093,ISO-specific CNavy/CLight Cornell template,installed
annex-b-02-09-03-templates-of-specifications-of-model-kinds-cornell-notes.tex,annex-b-02-09-03-templates-of-specifications-of-model-kinds-cornell-notes.tex,9a9066a96018e7af00947c5f3639cb070ee1710a5f91641db8036de7d4ea0b92,iso,annex-b-02-09-03-templates-of-specifications-of-model-kinds-cornell-notes.tex,Annex,annex-b,B.02.09.03,02-09-03-templates-of-specifications-of-model-kinds,annex-b-02,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/annexes/annex-b-02/annex-b-02-09-03-templates-of-specifications-of-model-kinds-cornell-notes.tex,97c11a55579950225dcf28dac52ff27528eb4d34e0b36dacd101e4d45a606f12,ISO-specific CNavy/CLight Cornell template,installed
annex-b-02-09-04-language-related-to-the-specification-of-a-model-kind-cornell-notes.tex,annex-b-02-09-04-language-related-to-the-specification-of-a-model-kind-cornell-notes.tex,736b4f0f1b23cbb0df64dffa548eb9d23e4b8656edea15271beec461fbb707a8,iso,annex-b-02-09-04-language-related-to-the-specification-of-a-model-kind-cornell-notes.tex,Annex,annex-b,B.02.09.04,02-09-04-language-related-to-the-specification-of-a-model-kind,annex-b-02,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/annexes/annex-b-02/annex-b-02-09-04-language-related-to-the-specification-of-a-model-kind-cornell-notes.tex,badbb41036de7d11afb7d16f6382c71e3af65fe3b2a28d6e744a35dcaaa9d450,ISO-specific CNavy/CLight Cornell template,installed
annex-b-02-10-view-methods-cornell-notes.tex,annex-b-02-10-view-methods-cornell-notes.tex,0349446f097e249a31af816b43c463641a718cce682b8656e0717e07fe7516d2,iso,annex-b-02-10-view-methods-cornell-notes.tex,Annex,annex-b,B.02.10,02-10-view-methods,annex-b-02,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/annexes/annex-b-02/annex-b-02-10-view-methods-cornell-notes.tex,1a3781ae2444d1391003bfabe0078d6685fa8a45118fd3b9bb4ca2c991e0ece5,ISO-specific CNavy/CLight Cornell template,installed
annex-b-02-11-examples-cornell-notes.tex,annex-b-02-11-examples-cornell-notes.tex,b39089119b92a472f3f32cc31257f775c37fc1ca868530a9107375f1605bbdba,iso,annex-b-02-11-examples-cornell-notes.tex,Annex,annex-b,B.02.11,02-11-examples,annex-b-02,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/annexes/annex-b-02/annex-b-02-11-examples-cornell-notes.tex,fa5d585bb199618fc6065e3a0c58548d364e8bd79a736b53e66ccc92e512c4cd,ISO-specific CNavy/CLight Cornell template,installed
annex-b-02-12-notes-cornell-notes.tex,annex-b-02-12-notes-cornell-notes.tex,39085c79eecd15073d6e29d94eccb0eef6db0735b09e3a395568a606cbe7105f,iso,annex-b-02-12-notes-cornell-notes.tex,Annex,annex-b,B.02.12,02-12-notes,annex-b-02,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/annexes/annex-b-02/annex-b-02-12-notes-cornell-notes.tex,410755e224a404f62d748f6c742c5ff61bf0f681714d26ad39fbd7731d5990b5,ISO-specific CNavy/CLight Cornell template,installed
annex-b-02-13-sources-cornell-notes.tex,annex-b-02-13-sources-cornell-notes.tex,037609c21a7589dd237bf7d0b78723040b0c5f439413cc8fa98436771395be5a,iso,annex-b-02-13-sources-cornell-notes.tex,Annex,annex-b,B.02.13,02-13-sources,annex-b-02,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/annexes/annex-b-02/annex-b-02-13-sources-cornell-notes.tex,f75ebb3d41c10cb70af8c0f608d84032308cf5e0e1bf3c4361bfae18b1701412,ISO-specific CNavy/CLight Cornell template,installed
annex-b-03-resources-for-specifications-of-architecture-viewpoints-cornell-notes.tex,annex-b-03-resources-for-specifications-of-architecture-viewpoints-cornell-notes.tex,124eca9bb631e848f1804eb2b14ddc872925b44d20ba16576dc680864a1780c6,iso,annex-b-03-resources-for-specifications-of-architecture-viewpoints-cornell-notes.tex,Annex,annex-b,B.03,03-resources-for-specifications-of-architecture-viewpoints,annex-b-03,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/annexes/annex-b-03/annex-b-03-resources-for-specifications-of-architecture-viewpoints-cornell-notes.tex,3cd543268f0072e10c31024db738147dd2a182bd01b2f0b20db6c8f9801f25ca,ISO-specific CNavy/CLight Cornell template,installed
annex-c-01-general-cornell-notes.tex,annex-c-01-general-cornell-notes.tex,737b556fc69aeca7efd505791b9e1acf6a26214bde6e6b698cd5b95301004d6c,iso,annex-c-01-general-cornell-notes.tex,Annex,annex-c,C.01,01-general,annex-c-01,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/annexes/annex-c-01/annex-c-01-general-cornell-notes.tex,8440b829cf0b61e5ee200a7f8aa9ef22a500ec54f251daff30ec5f99cf75a6c3,ISO-specific CNavy/CLight Cornell template,installed
annex-c-02-use-with-iso-iec-ieee-42020-cornell-notes.tex,annex-c-02-use-with-iso-iec-ieee-42020-cornell-notes.tex,28f89eac57398558ad39cae9487001aaf108c6fc94e365b4d2c0c36264aa96f8,iso,annex-c-02-use-with-iso-iec-ieee-42020-cornell-notes.tex,Annex,annex-c,C.02,02-use-with-iso-iec-ieee-42020,annex-c-02,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/annexes/annex-c-02/annex-c-02-use-with-iso-iec-ieee-42020-cornell-notes.tex,679052e6c2fa28bc6d1382de105019136c004b0a5f0678145462af2ac167c6d3,ISO-specific CNavy/CLight Cornell template,installed
annex-c-03-use-with-iso-iec-ieee-42030-cornell-notes.tex,annex-c-03-use-with-iso-iec-ieee-42030-cornell-notes.tex,339a34c4167735e20d90c736f6baf9d77df1d21ef57f39c59f26e1e9a9d4dd7d,iso,annex-c-03-use-with-iso-iec-ieee-42030-cornell-notes.tex,Annex,annex-c,C.03,03-use-with-iso-iec-ieee-42030,annex-c-03,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/annexes/annex-c-03/annex-c-03-use-with-iso-iec-ieee-42030-cornell-notes.tex,9389936bab5afe1d2d76620c6a34c146da8b607a8d42985a95acc89c939e2733,ISO-specific CNavy/CLight Cornell template,installed
annex-c-04-use-with-iso-15704-cornell-notes.tex,annex-c-04-use-with-iso-15704-cornell-notes.tex,bc5ecc93dff696c7c565bb8bedf9de9c6e6788c8b386b007ea89489817c61047,iso,annex-c-04-use-with-iso-15704-cornell-notes.tex,Annex,annex-c,C.04,04-use-with-iso-15704,annex-c-04,src/cornell-notes/architecture/standards/iso-iec-ieee-42010-2022/annexes/annex-c-04/annex-c-04-use-with-iso-15704-cornell-notes.tex,2338b366e6fee1f4ad47426c2dee37fc449f66d993ac7dfeedb2ad966fef027d,ISO-specific CNavy/CLight Cornell template,installed
